Customer Number,Campaign Period Sales ,Historical Sales Volume ,Date of First Purchase,Number of Prior Year Transactions,Do Not Direct Mail Solicit,Do Not Email,Do Not Telemarket,Repurchase Method,Last Transaction Channel,Desk,Executive Chair,Standard Chair,Monitor,Printer,Computer,Insurance,Toner,Office Supplies,Number of Employees,Language
52353029, $-   ,"$1,050,100.00 ",1983-11-15,5,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,Y,N,N,N,N, ,
52355861,"$1,758.50 ","$991,794.00 ",1974-07-01,15,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,N, ,
52357211, $-   ,"$727,237.50 ",1985-02-01,5,FALSE,FALSE,FALSE,NOTICE,MAIL,Y,N,N,N,N,N,N,N,N, ,
52357454,"$2,438.80 ","$668,231.20 ",2007-06-26,25,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
52358923, $-   ,"$720,277.83 ",1968-08-01,7,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,Y,N,N,N,N, ,
52368943,"$3,267.67 ","$2,097,842.00 ",1979-05-15,6,FALSE,FALSE,FALSE,AUTO RENEW,MAIL,Y,Y,Y,Y,Y,Y,Y,Y,Y, ,
52373195, $-   ,"$798,934.50 ",1988-03-01,7,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52373512, $-   ,"$2,547,112.00 ",1988-06-15,8,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52375135, $-   ,"$94,066.67 ",1982-08-01,2,FALSE,FALSE,FALSE,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,Y,N,N, ,
52378982,"$2,115.97 ","$228,524.40 ",1975-07-15,9,FALSE,FALSE,FALSE,AUTO RENEW,WEB,Y,N,N,N,N,N,Y,Y,N, ,
52379294,"$4,552.83 ","$2,003,246.67 ",1984-11-01,4,FALSE,FALSE,FALSE,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,N, ,
52381316, $-   ,"$628,196.40 ",1986-07-01,12,FALSE,FALSE,FALSE,AUTO RENEW,WEB,Y,N,N,N,N,N,Y,N,N, ,
52381603,"$1,530.17 ","$56,616.17 ",1977-08-15,20,TRUE,FALSE,TRUE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52382051,"$2,265.90 ","$147,283.50 ",2000-06-12,8,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,Y,N,Y,Y,Y,Y, ,
52382160,"$3,028.80 ","$2,126,217.60 ",1982-07-01,23,FALSE,FALSE,FALSE,NOTICE,MAIL,N,Y,N,N,N,N,N,N,N, ,
52385312, $-   ,"$1,025,398.00 ",1988-07-01,3,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,Y,N, ,
52386357, $-   ,"$325,086.67 ",1988-10-01,1,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
52386391,"$1,145.67 ","$641,573.33 ",1977-02-01,8,FALSE,FALSE,FALSE,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,Y,N, ,
52387278, $-   ,"$393,376.00 ",1988-03-01,4,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,N, ,
52387481,"$2,171.83 ","$510,380.83 ",1977-02-15,5,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,Y,N,N, ,
52392479, $-   ,"$966,700.00 ",1988-01-15,6,TRUE,TRUE,TRUE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52393079,"$2,101.02 ","$1,201,781.53 ",1979-03-01,9,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,Y,Y,Y,Y,Y,Y,Y,Y,Y, ,
52394398, $-   ,"$1,460,759.30 ",2013-04-19,6,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
52399462,"$2,640.00 ","$224,400.00 ",2005-07-25,1,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,Y,N, ,
52400820,"$3,848.33 ","$130,843.33 ",2001-05-16,26,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52400866, $-   ,"$387,692.08 ",1990-07-01,5,FALSE,FALSE,FALSE,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,N, ,
52401165,"$1,199.45 ","$359,835.00 ",1974-08-01,6,FALSE,FALSE,FALSE,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,N, ,
52402173, $-   ,"$1,351,973.33 ",1989-10-01,4,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,Y,N,N,N,N, ,
52402808, $-   ,"$934,168.00 ",1989-02-15,8,FALSE,FALSE,FALSE,NOTICE,WEB,Y,N,N,N,N,N,N,N,N, ,
52406730, $-   ,"$2,354,976.00 ",1995-10-15,8,FALSE,FALSE,FALSE,NOTICE,BRANCH (PHONE),N,Y,N,N,N,N,N,N,N, ,
52408291,"$1,627.83 ","$468,816.00 ",2015-04-07,3,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52413426, $-   ,"$779,492.00 ",1990-03-15,4,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52417858, $-   ,"$271,267.75 ",1997-06-01,1,FALSE,TRUE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
52418434,"$1,416.17 ","$131,703.50 ",1977-08-01,3,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,N, ,
52418552, $-   ,"$723,896.00 ",1988-07-15,6,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52419398, $-   ,"$245,318.50 ",2015-07-11,1,FALSE,FALSE,FALSE,NOTICE,PHONE,N,N,N,N,N,N,N,N,N, ,
52421012,"$1,437.00 ","$293,148.00 ",1974-09-01,24,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52422352, $-   ,"$522,034.24 ",1986-04-15,4,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,Y,N,N,N,N,N,N,N, ,
52426684,"$1,280.17 ","$896,116.67 ",1977-02-01,5,TRUE,TRUE,TRUE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52427810,"$2,203.67 ","$1,851,080.00 ",1969-08-01,6,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,Y,N, ,
52431624, $-   ,"$306,516.00 ",1987-04-15,6,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52432081, $-   ,"$621,006.75 ",2002-10-11,5,FALSE,TRUE,FALSE,AUTO RENEW,AUTO RENEW,Y,N,N,N,N,N,N,N,N, ,
52438146, $-   ,"$638,256.50 ",1988-10-01,3,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,N, ,
52438288, $-   ,"$2,018,234.40 ",1988-12-01,9,FALSE,FALSE,FALSE,AUTO RENEW,WEB,N,N,N,N,N,N,N,N,N, ,
52443981, $-   ,"$556,233.33 ",1989-03-01,4,FALSE,TRUE,FALSE,NOTICE,PHONE,N,N,N,N,N,N,N,N,N, ,
52444035, $-   ,"$757,279.17 ",1987-07-01,5,FALSE,FALSE,FALSE,NOTICE,MAIL,Y,N,N,N,N,N,N,Y,N, ,
52444037, $-   ,"$1,154,692.00 ",2008-01-07,8,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,N, ,
52444118, $-   ,"$2,562,840.80 ",1989-07-01,5,FALSE,FALSE,FALSE,AUTO RENEW,PHONE,N,Y,N,N,N,N,N,N,N, ,
52444260,"$2,869.50 ","$261,124.50 ",1976-08-01,1,TRUE,TRUE,TRUE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52444470, $-   ,"$1,156,913.33 ",1988-01-01,7,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52446776, $-   ,"$231,967.83 ",1990-03-15,1,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52447148, $-   ,"$1,211,460.00 ",1990-04-01,6,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52447915, $-   ,"$1,341,222.00 ",1990-07-15,6,FALSE,FALSE,FALSE,NOTICE,MAIL,N,Y,N,N,N,N,N,N,N, ,
52450063, $-   ,"$352,321.00 ",1988-04-01,2,FALSE,TRUE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52452525, $-   ,"$516,633.00 ",1991-04-01,5,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
52453591,"$1,755.00 ","$470,340.00 ",1981-02-01,4,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,N, ,
52453817, $-   ,"$1,032,800.00 ",1968-08-01,5,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,Y,N, ,
52454332,"$2,621.23 ","$188,728.80 ",2000-05-22,2,FALSE,FALSE,FALSE,AUTO RENEW,WEB,N,N,N,N,N,N,N,N,N, ,
52455336, $-   ,"$3,905,936.67 ",1989-07-01,5,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
52463233,"$5,717.83 ","$297,327.33 ",1975-01-15,23,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,Y,N, ,
52465074, $-   ,"$1,751,986.67 ",1995-05-15,8,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52465361,"$3,478.17 ","$2,399,935.00 ",1975-06-01,17,FALSE,FALSE,FALSE,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,N, ,
52465444, $-   ,"$136,781.00 ",1998-04-15,2,FALSE,TRUE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52466842, $-   ,"$2,981,528.00 ",2010-03-18,8,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,Y,N,N, ,
52467794,"$1,919.67 ","$278,351.67 ",1995-07-01,5,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52470252, $-   ,"$888,732.00 ",1985-04-01,8,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,Y,Y,N, ,
52470954, $-   ,"$490,186.67 ",1987-07-01,4,TRUE,TRUE,TRUE,NOTICE,PHONE,N,N,N,N,N,N,Y,N,N, ,
52473029,"$1,396.00 ","$1,719,872.00 ",1983-08-15,11,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52474560, $-   ,"$1,400,640.00 ",1980-01-15,4,FALSE,FALSE,FALSE,NOTICE,MAIL,N,Y,N,N,N,N,Y,N,N, ,
52477181, $-   ,"$1,572,350.00 ",1984-12-15,5,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,Y,N,N,N,N, ,
52477229,"$3,255.50 ","$2,262,572.50 ",1970-12-01,24,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
52477512, $-   ,"$2,031,525.60 ",2009-07-17,9,TRUE,TRUE,TRUE,AUTO RENEW,,N,N,N,N,N,N,Y,N,N, ,
52478391, $-   ,"$124,600.67 ",1990-03-01,4,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,N, ,
52480160,"$1,204.33 ","$616,618.67 ",1974-06-15,4,FALSE,TRUE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52480201, $-   ,"$2,086,066.67 ",1986-02-01,5,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,Y,N, ,
52481019, $-   ,"$452,247.50 ",1996-08-15,5,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52481262, $-   ,"$236,100.00 ",1982-11-15,9,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52483390,"$4,431.96 ","$558,426.96 ",1978-09-15,41,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,Y,N,N,N,N,N,N,N, ,
52486409, $-   ,"$69,270.00 ",1987-09-15,3,TRUE,TRUE,TRUE,NOTICE,PHONE,N,N,N,N,N,N,N,N,N, ,
52486502, $-   ,"$770,720.00 ",2010-09-02,2,FALSE,TRUE,FALSE,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,N,N,N, ,
52487170, $-   ,"$209,940.00 ",1979-06-01,1,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52488983, $-   ,"$159,850.60 ",1991-11-01,1,TRUE,TRUE,TRUE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
52489141,"$3,917.50 ","$1,151,745.00 ",1977-02-01,6,FALSE,TRUE,FALSE,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,N, ,
52490619,"$1,647.50 ","$49,425.00 ",1973-10-15,3,FALSE,FALSE,FALSE,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,N,N,N, ,
52490679, $-   ,"$2,306,620.98 ",2012-12-31,7,FALSE,FALSE,FALSE,AUTO RENEW,PHONE,N,N,N,N,N,N,Y,N,N, ,
52492853,"$1,616.33 ","$189,111.00 ",1993-11-15,21,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52493446, $-   ,"$513,146.67 ",1995-06-01,5,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52495017, $-   ,"$127,940.80 ",1996-04-15,1,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
52496911, $-   ,"$2,343,700.00 ",1991-07-15,6,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52497151, $-   ,"$409,120.83 ",2006-06-21,1,FALSE,TRUE,FALSE,AUTO RENEW,WEB,Y,N,N,N,N,N,Y,N,N, ,
52499386, $-   ,"$381,977.05 ",1995-01-01,3,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
52502296, $-   ,"$2,124,360.00 ",1990-10-01,8,FALSE,FALSE,FALSE,NOTICE,PHONE,N,N,N,N,N,N,N,N,N, ,
52504130,"$1,722.67 ","$82,688.00 ",1965-10-15,4,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,Y,N,N, ,
52504190, $-   ,"$20,045.67 ",1989-03-01,1,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52504498, $-   ,"$3,514,321.20 ",1992-03-15,8,FALSE,FALSE,FALSE,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,N, ,
52504773, $-   ,"$1,650,448.80 ",1992-04-01,8,TRUE,TRUE,TRUE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
52504883, $-   ,"$184,409.17 ",1986-05-15,5,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52505489, $-   ,"$2,144,019.17 ",1984-10-01,5,FALSE,TRUE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52505518, $-   ,"$2,954,202.33 ",1994-11-15,13,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52506588, $-   ,"$248,672.00 ",1992-05-01,3,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52509858, $-   ,"$962,290.00 ",1991-12-15,6,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,Y,N,N, ,
52512310, $-   ,"$112,959.00 ",2003-05-29,3,FALSE,TRUE,FALSE,NOTICE,MAIL,N,N,N,N,N,Y,N,Y,N, ,
52512488, $-   ,"$3,425,016.00 ",1985-04-15,7,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,N, ,
52513556, $-   ,"$53,510.33 ",1983-03-01,1,FALSE,TRUE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,Y,N, ,
52514034, $-   ,"$2,810,746.67 ",1983-01-01,8,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,N, ,
52514252, $-   ,"$982,770.00 ",1992-10-01,2,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52517065, $-   ,"$125,205.33 ",2015-06-26,1,FALSE,FALSE,FALSE,NOTICE,PHONE,N,N,N,N,N,N,Y,N,N, ,
52519402, $-   ,"$1,726,313.40 ",1985-03-01,9,FALSE,FALSE,FALSE,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,N, ,
52521627,"$1,717.17 ","$626,765.83 ",1968-12-15,5,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52522915, $-   ,"$672,527.70 ",1991-07-01,3,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,Y,N,N,N,N,N,Y,N,N, ,
52524152, $-   ,"$175,966.18 ",1997-04-01,1,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,Y,N,N,N,N,N,N,N, ,
52524460, $-   ,"$228,578.83 ",1996-02-15,1,FALSE,FALSE,FALSE,NOTICE,PHONE,N,N,N,N,N,N,N,N,N, ,
52525624, $-   ,"$134,385.00 ",1997-02-15,1,FALSE,TRUE,FALSE,NOTICE,PHONE,N,N,N,N,N,N,N,N,N, ,
52525935, $-   ,"$550,860.00 ",1988-02-01,4,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,Y,N,N,Y,N, ,
52526143, $-   ,"$272,232.00 ",1995-12-15,2,FALSE,FALSE,FALSE,NOTICE,MAIL,N,Y,N,N,N,N,N,N,N, ,
52526458,"$1,418.83 ","$244,039.33 ",1977-01-01,9,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52529918, $-   ,"$2,693,386.50 ",1990-10-01,9,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,Y,N, ,
52530049, $-   ,"$274,375.92 ",1984-02-01,2,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,Y,N,N,N,N,N,Y,N, ,
52531059,"$3,559.83 ","$234,949.00 ",1984-02-15,6,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
52531078, $-   ,"$3,027,493.52 ",1988-03-15,11,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,Y,N, ,
52531318, $-   ,"$398,844.00 ",1990-08-15,3,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52531954, $-   ,"$329,090.67 ",1999-04-12,2,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,Y,N, ,
52535282, $-   ,"$33,716.80 ",1983-07-15,1,FALSE,TRUE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
52538726, $-   ,"$1,109,441.67 ",1990-07-01,5,FALSE,TRUE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52540416, $-   ,"$2,510,392.50 ",1989-07-01,9,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52542046, $-   ,"$409,290.00 ",1985-04-01,4,FALSE,FALSE,FALSE,NOTICE,BRANCH (POS),N,N,N,N,N,N,Y,Y,N, ,
52542541,"$1,503.33 ","$28,563.33 ",1971-01-01,21,TRUE,TRUE,TRUE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52542975, $-   ,"$2,513,636.00 ",1988-09-01,6,FALSE,FALSE,FALSE,NOTICE,WEB,Y,N,N,N,N,N,N,N,N, ,
52545169, $-   ,"$47,826.67 ",1989-07-01,1,FALSE,FALSE,FALSE,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,N,Y,N, ,
52546660, $-   ,"$1,510,901.33 ",1986-08-01,11,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52548576, $-   ,"$235,162.67 ",1996-07-15,8,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52551528,"$1,906.67 ","$381,333.33 ",1974-02-01,5,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
52554985,"$1,676.00 ","$489,392.00 ",1983-02-01,26,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52555691, $-   ,"$71,360.00 ",1984-12-01,4,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52555821, $-   ,"$582,175.00 ",1996-12-01,6,TRUE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,N, ,
52562293, $-   ,"$3,124,773.33 ",2004-03-18,10,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,Y,N,Y,N,N, ,
52563253, $-   ,"$2,856,332.50 ",1992-11-01,7,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,N, ,
52563504, $-   ,"$1,133,418.00 ",1979-02-15,6,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,N, ,
52564055, $-   ,"$125,760.00 ",1990-08-01,1,TRUE,TRUE,TRUE,NOTICE,PHONE,N,N,N,N,N,N,N,N,N, ,
52564543, $-   ,"$2,553,222.00 ",1996-06-01,9,FALSE,FALSE,FALSE,NOTICE,PHONE,N,N,N,N,N,N,N,N,N, ,
52565796,"$2,598.50 ","$1,520,122.50 ",1994-04-01,5,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
52569086, $-   ,"$698,373.00 ",1997-05-15,6,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,Y,N,N,N,N,N,N,N,N, ,
52569869, $-   ,"$256,095.23 ",1986-04-01,1,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
52569972,"$2,763.67 ","$370,331.33 ",1994-04-01,34,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52576620, $-   ,"$1,173,532.50 ",1992-10-01,3,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52577596, $-   ,"$230,280.00 ",1991-07-01,6,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,N, ,
52579809,"$2,667.67 ","$1,747,321.67 ",1993-12-01,5,TRUE,TRUE,TRUE,AUTO RENEW,WEB,Y,N,N,N,N,N,Y,N,N, ,
52583203, $-   ,"$920,004.40 ",2010-03-25,4,FALSE,FALSE,FALSE,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,Y,N, ,
52583408, $-   ,"$1,498,550.00 ",1988-06-15,10,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,Y,N,N, ,
52584483, $-   ,"$1,624,907.00 ",1991-07-15,6,FALSE,FALSE,FALSE,NOTICE,MAIL,Y,N,N,N,N,N,N,N,N, ,
52585946, $-   ,"$171,656.00 ",1988-02-01,2,FALSE,TRUE,FALSE,NOTICE,,N,N,N,N,N,N,N,N,N, ,
52586188, $-   ,"$216,274.00 ",1988-03-15,1,FALSE,TRUE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,Y,N, ,
52587533,"$2,753.83 ","$892,242.00 ",1978-12-15,15,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
52588028, $-   ,"$63,960.00 ",1986-04-15,3,FALSE,FALSE,FALSE,AUTO RENEW,WEB,N,N,N,N,N,N,N,N,N, ,
52590006,"$2,070.33 ","$1,434,741.00 ",1978-12-01,7,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52591025,"$3,168.67 ","$2,351,150.67 ",1993-01-15,7,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,Y,N, ,
52594443, $-   ,"$2,833,576.20 ",1990-08-01,6,FALSE,TRUE,FALSE,AUTO RENEW,AUTO RENEW,N,Y,N,N,N,N,N,N,N, ,
52594580,"$5,152.55 ","$3,874,717.60 ",1994-03-01,8,FALSE,TRUE,FALSE,AUTO RENEW,WEB,Y,N,Y,Y,Y,N,Y,N,N, ,
52595706,"$1,210.67 ","$65,376.00 ",1970-03-01,2,TRUE,TRUE,TRUE,NOTICE,MAIL,Y,N,N,N,N,N,N,N,N, ,
52596797,"$1,244.17 ","$169,206.67 ",2009-10-19,9,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52596909, $-   ,"$1,506,640.00 ",1990-11-01,5,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,Y,N, ,
52597287,$759.62 ,"$189,144.55 ",1993-12-09,3,FALSE,FALSE,FALSE,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,N, ,
52597505, $-   ,"$1,171,481.67 ",2004-11-15,5,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,N, ,
52597696,"$1,658.33 ","$1,167,466.67 ",1993-02-15,8,FALSE,FALSE,FALSE,AUTO RENEW,WEB,N,N,N,Y,Y,Y,Y,N,Y, ,
52599083,"$1,691.00 ","$735,585.00 ",1977-06-01,5,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52601943, $-   ,"$1,573,447.20 ",1986-12-25,3,FALSE,FALSE,FALSE,AUTO RENEW,WEB,N,N,N,N,N,N,N,N,N, ,
52602109, $-   ,"$579,874.17 ",1989-05-01,5,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,Y,N, ,
52603203, $-   ,"$166,782.00 ",1990-03-15,7,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52604236, $-   ,"$174,384.00 ",1996-09-01,1,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52607733, $-   ,"$653,945.50 ",2016-06-14,2,FALSE,FALSE,FALSE,AUTO RENEW,,N,N,N,N,N,N,Y,N,N, ,
52609711, $-   ,"$57,182.67 ",1989-12-01,1,FALSE,FALSE,FALSE,NOTICE,MAIL,N,N,N,N,N,N,N,N,N, ,
52611512, $-   ,"$1,202,656.00 ",1988-02-15,6,FALSE,FALSE,FALSE,NOTICE,WEB,N,N,N,N,N,N,N,N,N, ,
52612673, $-   ,"$263,466.67 ",2015-04-10,1,TRUE,TRUE,TRUE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
52613571, $-   ,"$1,347,628.53 ",1995-05-01,4,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N, ,
